"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 28 20:41:04 GMT 2022","Tue Jun 28 20:41:28 GMT 2022","23770","","TestEditBlogEntryPage","","TestEditBlogEntryPage","changeBlogTitleTest","changeBlogTitleTest()","Change the title - TC18"
"passed","Tue Jun 28 20:32:51 GMT 2022","Tue Jun 28 20:32:58 GMT 2022","6173","","TestUserRegister","","TestUserRegister","resetUserDataTest","resetUserDataTest()","Reset all the entered data from the fields - TC10"
"broken","Tue Jun 28 20:34:30 GMT 2022","Tue Jun 28 20:39:48 GMT 2022","317742","","FrontPageTest","","FrontPageTest","numberOfBlogEntriesTest","numberOfBlogEntriesTest()","Test Case 03"
"passed","Tue Jun 28 20:33:21 GMT 2022","Tue Jun 28 20:33:28 GMT 2022","6775","","TestUserLogin","","TestUserLogin","loginRememberTest","loginRememberTest()","User login to site with remember me function - TC15"
"passed","Tue Jun 28 20:32:58 GMT 2022","Tue Jun 28 20:33:09 GMT 2022","11132","","TestUserRegister","","TestUserRegister","userRegistrationFromFileTest","userRegistrationFromFileTest()","Register a new users from file - TC12"
"passed","Tue Jun 28 20:39:48 GMT 2022","Tue Jun 28 20:40:03 GMT 2022","14884","","FrontPageTest","","FrontPageTest","TestSiteURL","TestSiteURL()","Test Case 01"
"passed","Tue Jun 28 20:40:51 GMT 2022","Tue Jun 28 20:40:57 GMT 2022","6476","","TestFU14TeamPage","","TestFU14TeamPage","teamMembersTest","teamMembersTest()","Test FU14 team members"
"passed","Tue Jun 28 20:40:40 GMT 2022","Tue Jun 28 20:40:45 GMT 2022","5271","","TestFU14TeamPage","","TestFU14TeamPage","numberOfTeamMembersTest","numberOfTeamMembersTest()","Test FU14 team members number"
"broken","Tue Jun 28 20:32:19 GMT 2022","Tue Jun 28 20:32:46 GMT 2022","27094","","TestUserRegister","","TestUserRegister","userRegistrationTest","userRegistrationTest()","Register a new user - TC11"
"passed","Tue Jun 28 20:33:33 GMT 2022","Tue Jun 28 20:33:49 GMT 2022","16018","","FrontPageTest","","FrontPageTest","findLogoTest","findLogoTest()","Test Case 02"
"passed","Tue Jun 28 20:33:28 GMT 2022","Tue Jun 28 20:33:33 GMT 2022","5319","","TestUserLogin","","TestUserLogin","navigateToLoginPageTest","navigateToLoginPageTest()","Navigate to user login page - TC13"
"failed","Tue Jun 28 20:34:08 GMT 2022","Tue Jun 28 20:34:30 GMT 2022","21832","","FrontPageTest","","FrontPageTest","isAllImagePresentTest","isAllImagePresentTest()","Test Case 06"
